population,image_index,image_id,source_pixels_sha256,class_index,snr_db,seed,family,mode,header_accepted,body_crc_accepted,header_fields_correct,payload_bits_correct,receiver_label,receiver_mode,receiver_length_field,payload_key,standard_noise_sha256,received_sha256,transmitted_sha256,header_crc_bits,data_crc_bits,tail_bits_per_block,data_coded_bits,data_mother_coded_bits,header_uses,data_uses,complex_uses,total_energy,raw_payload_bits,actual_payload_bits,length_field,method,protocol,prefix_sha256,source_correct,accepted_correct,source_bit_error_rate,candidate_prefix_scales,source_complete,arithmetic_padding_reads,source_error,image_archive,image_slot,psnr_db,lpips,dino,ssim,image_sha256,metric_origin,all_failures_retained
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4101,raw,7,1,1,1,1,0,7,0,payload_0090,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,c3ee4c30b6d114cb87b7eb1df6a6de3c7004e2b764f35554aaef1e911d42af88,71b386cbaecb927415f07518b908e71a8a39782d7b9c2d06fb64bc90559965be,16,16,6,8860,3764,68,4430,4498,8996.0,1860,1860,0,raw_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4101,raw,8,1,0,1,0,0,8,0,payload_0091,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,6b1732e6e4451e1375688dde793bb064735ae712526acad7cb6371b022e9c00c,e5f9fede9c432c14acca8edabc5cd515033c507379508072e587ab252fa9f996,16,16,6,8860,6164,68,4430,4498,8996.0,3060,3060,0,raw_m8_N4498,common_paid_information,449b7125482df86466f7a5cfeb3167af1dd41f48b7c327c8e9c7a9d7b426c59e,0,0,0.00196078431372549,8,1,0,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,8,20.415260314941406,0.17099922895431519,0.9353086948394775,0.48208123445510864,a50b7db88d8e6d55bbf5e8c092de6f088696dd8fb7c17c77451b1444e7b7a066,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4101,raw,9,1,0,1,0,0,9,0,payload_0092,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,c889602ce0b998c19b3f319821ba9fd729b5330cb0a79192d09dd1c763356f00,e1b688dd05ed87503f262f5212ea694e2a00b52e8686c23dc9104268c6dfedd8,16,16,6,8860,10220,68,4430,4498,8996.0,5088,5088,0,raw_m9_N4498,common_paid_information,5e02d0c8b521834ea0a3d42f5d0d966f15526c014b33381cc9e5b8d177449cc2,0,0,0.17099056603773585,9,1,0,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,9,16.692541122436523,0.3789142370223999,0.4661845266819,0.3588435649871826,76f47bf00541d6f1dbf79a538727f8af78da8b920888e143a82e189b4510d01a,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4101,arithmetic,7,1,1,1,1,0,7,1558,payload_0093,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,2449a7b708f99f4604ab2d9f6951edf9324ad5558549afb05bde4c3275208806,232402271536d366000460d6be4e182426360e61fcfb8a453c7f6b84cfa5c976,16,16,6,8808,3160,94,4404,4498,8996.0,1860,1558,1558,arithmetic_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,30,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4101,arithmetic,8,1,1,1,1,0,8,2539,payload_0094,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,bc4ac3e641aafabd3817f210da397899689fcd31fa640a53103a0ee154e2b91a,0750db30c75593224ca80538feef365832c6e04346234638a638cce7f9ef1947,16,16,6,8808,5122,94,4404,4498,8996.0,3060,2539,2539,arithmetic_m8_N4498,common_paid_information,21c76ffb0015c43ead607ca38b6570e6138f808d36953e3f9a2013abe036018b,1,1,0.0,8,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,14,20.527027130126953,0.17093044519424438,0.935559868812561,0.4852798581123352,bef658ef50b694e763ed7708d4b07811bce69f06c90b63624e63205ccac397bc,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4101,arithmetic,9,1,0,1,0,0,9,4025,payload_0095,831e04d1372e1576c3c82d4944eb4bdd66e702c5f820d1e03baca160cb55cb5a,91532a9b80c51e199c8974e0f21cbe0331ba9b372408e4fc862b5efb0e6831c0,f7cd9dfc556c815fd6858e2588938e2ad6fe16f701aefd39171e2f7bae6e4645,16,16,6,8808,8094,94,4404,4498,8996.0,5088,4025,4025,arithmetic_m9_N4498,common_paid_information,f49088b417682aa5d9e5658401677916c4bbe1e44abf57aa2b7efd23ebcddbf1,0,0,0.31033805031446543,9,1,107,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,10,18.098308563232422,0.24126890301704407,0.8592872023582458,0.3905634880065918,38749e12e164f368171eb65e8311268298221e440e427722c03e195485cba7de,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4102,raw,7,1,1,1,1,0,7,0,payload_0096,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,bf7f9e8870d76009ed15c8a25da20799770a9b41c89bea0dd07ecd7d3cfdc481,71b386cbaecb927415f07518b908e71a8a39782d7b9c2d06fb64bc90559965be,16,16,6,8860,3764,68,4430,4498,8996.0,1860,1860,0,raw_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,0,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4102,raw,8,1,0,1,0,0,8,0,payload_0097,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,6f83d1e6917b8b390691f79ddade93ed6de1cc132dcb03e11f9d0a0af48c08bb,e5f9fede9c432c14acca8edabc5cd515033c507379508072e587ab252fa9f996,16,16,6,8860,6164,68,4430,4498,8996.0,3060,3060,0,raw_m8_N4498,common_paid_information,bbca2357a930bca8fbd93f2797cfda7e3264298b160cb30f32bda6b6021206ba,0,0,0.0022875816993464053,8,1,0,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,11,20.233030319213867,0.18701116740703583,0.9050161242485046,0.48156818747520447,1c0c55b20e8a5fffad0cb4ae68d40a588c560439e8bcd46368678ac86f4ce544,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4102,raw,9,1,0,1,0,0,9,0,payload_0098,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,889a6dc8c15f36a6a77007db15b9799af0cfd8ce56611839435ba802e498d2bd,e1b688dd05ed87503f262f5212ea694e2a00b52e8686c23dc9104268c6dfedd8,16,16,6,8860,10220,68,4430,4498,8996.0,5088,5088,0,raw_m9_N4498,common_paid_information,7348c5edaf3990246494dce9d95506366631b946a09d4d606e4ce3097bbe9c6c,0,0,0.1704009433962264,9,1,0,,/workspace/projects/VAR_COMM/outputs/EXTERNAL-BASELINE-POSITIONING-20260916/digital_calibration_001/images/0000/reconstructions.npz,12,13.98166275024414,0.3674246072769165,0.5989681482315063,0.3195429742336273,796097fadf740ba15a453b103c8d8893d09e9151b960f6bf7f7c11af2d9964a0,new_actual_RX_render,True
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,4e3e42f45d76214ba1326cb6e9eb921281cdbbf2d4b4e43200f658b9877f82aa,0,1.0,4102,arithmetic,7,1,1,1,1,0,7,1558,payload_0099,8d587552fb14beb5d4c354cdaef6b5601d5904df83ffbd0c11a6da2995f0fbfe,de9b270110e8e3d61d4140edc178c48b4c4fe57c0b3717cbb77a8be827964e21,232402271536d366000460d6be4e182426360e61fcfb8a453c7f6b84cfa5c976,16,16,6,8808,3160,94,4404,4498,8996.0,1860,1558,1558,arithmetic_m7_N4498,common_paid_information,e4b06a86cafb5e2ab172b3df6e7434d7ba337c799c8ac9bce6422e6769784c05,1,1,0.0,7,1,30,,/workspace/projects/VAR_COMM/outputs/COMMUNICATION-CONVERGENCE-20260915/CALIBRATION_001/images/0000/reconstructions.npz,3,18.83089256286621,0.2445119321346283,0.8896205425262451,0.41869568824768066,4c858d43d1c7be9632463fb29c0efbe28165ad70cddbdce153d82c549f913cfd,identical_observable_RX_argument_memoization,True
